"dataset_title","ess_round","edition_number","production_date","country","respondent_id","interviewer_age","interviewer_gender","interview_conduct_method","question_clarification","respondent_reluctant","respondent_tried_best","respondent_understood","interference_present","partner_interference","child_interference","parent_interference","relative_interference","non_relative_interference","unknown_interference","interference_not_applicable","interference_no_answer","questionnaire_language","interviewer_id","respondent_understood_binary"
"ESS11inte01",11,1,"20.06.2024","AT",51741,60,"2","1","2","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",2762,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51757,60,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2762,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51766,40,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3086,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51773,60,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2762,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51780,30,"1","1","2","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",2595,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51802,56,"2","2","3","3","4",5,2,"0","0","0","0","0",0,1,0,"GER",3137,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51857,55,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2674,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51878,62,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3193,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51897,56,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3137,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51901,77,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2492,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51911,52,"2","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2267,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51944,54,"2","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3092,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51959,55,"1","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2410,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51961,65,"2","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2502,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51965,60,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2617,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51977,55,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2526,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",51995,65,"2","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3157,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52009,66,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3030,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52020,62,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3193,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52035,63,"1","2","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3413,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52046,64,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3504,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52062,43,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3266,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52065,48,"1","1","3","1","5",4,2,"0","0","0","0","0",0,1,0,"GER",2957,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52089,53,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3217,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52094,55,"1","1","2","2","4",4,1,"1","0","0","0","0",0,0,0,"GER",2410,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52117,59,"1","1","2","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",3039,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52135,72,"2","1","3","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2244,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52150,45,"1","1","2","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",2171,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52170,63,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2485,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52249,58,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2136,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52278,63,"2","1","2","3","4",4,2,"0","0","0","0","0",0,1,0,"GER",3158,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52284,60,"2","1","2","4","4",4,2,"0","0","0","0","0",0,1,0,"GER",2337,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52285,63,"1","1","3","3","4",4,2,"0","0","0","0","0",0,1,0,"GER",3406,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52286,65,"2","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3157,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52289,53,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2191,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52291,71,"1","1","3","1","5",3,2,"0","0","0","0","0",0,1,0,"GER",3382,"Not_understood"
"ESS11inte01",11,1,"20.06.2024","AT",52293,61,"2","2","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3402,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52305,43,"1","1","1","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",3266,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52438,80,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2537,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52449,45,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2435,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52452,67,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3073,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52471,63,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2280,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52472,57,"2","1","1","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3008,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52477,50,"1","1","3","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",3352,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52480,48,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2348,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52487,48,"1","1","2","1","5",2,2,"0","0","0","0","0",0,1,0,"GER",2957,"Not_understood"
"ESS11inte01",11,1,"20.06.2024","AT",52510,46,"1","2","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2943,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52519,55,"1","1","3","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2410,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52532,52,"2","1","3","2","5",4,2,"0","0","0","0","0",0,1,0,"GER",2267,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52545,64,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3504,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52600,55,"2","2","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2526,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52616,53,"1","1","1","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3217,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52629,62,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3271,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52638,63,"2","1","3","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",2280,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52644,53,"1","1","1","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",3212,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52681,68,"2","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2699,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52716,53,"2","1","3","3","4",4,1,"1","0","0","0","0",0,0,0,"GER",2178,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52731,69,"2","1","3","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3168,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52744,77,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2492,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52745,53,"1","1","1","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",3212,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52746,48,"1","1","1","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2957,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52759,63,"2","1","2","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",2280,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52781,77,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2492,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52791,72,"1","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2898,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52815,48,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2348,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52833,72,"1","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2898,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52880,57,"2","1","3","1","5",4,2,"0","0","0","0","0",0,1,0,"GER",3008,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52888,66,"1","1","2","3","4",5,2,"0","0","0","0","0",0,1,0,"GER",2893,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52891,48,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2957,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52907,40,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3086,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52910,42,"2","1","3","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",3048,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",52975,48,"1","1","1","4","5",3,1,"1","0","0","0","0",0,0,0,"GER",2957,"Not_understood"
"ESS11inte01",11,1,"20.06.2024","AT",52994,65,"2","1","2","3","4",5,2,"0","0","0","0","0",0,1,0,"GER",3157,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53002,64,"1","2","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3504,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53008,76,"1","1","3","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",3124,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53011,68,"2","1","4","2","4",5,2,"0","0","0","0","0",0,1,0,"GER",2699,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53015,75,"2","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2354,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53016,76,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3124,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53067,54,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3092,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53091,57,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3008,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53100,71,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3382,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53145,57,"1","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2982,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53154,71,"1","1","3","2","5",4,1,"1","0","0","0","0",0,0,0,"GER",3382,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53159,75,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2770,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53212,61,"1","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2147,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53236,66,"1","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3030,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53245,55,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2526,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53278,60,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2762,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53298,63,"2","1","2","2","5",4,2,"0","0","0","0","0",0,1,0,"GER",2862,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53301,67,"1","2","3","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",3140,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53315,30,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2595,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53333,56,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3137,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",53368,67,"1","1","2","1","4",5,2,"0","0","0","0","0",0,1,0,"GER",3073,"Understood"
