name,essround,edition,proddate,cntry,idno,intagea,intgndr,vdcond,resclq,resrelq,resbab,resundq,preintf,prewhp,presd,preppil,preorel,prenrel,predk,prenap,prena,intlnga,intnum
ESS11inte01,11,1,20.06.2024,AT,52449,45,2,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2435
ESS11inte01,11,1,20.06.2024,AT,52452,67,1,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3073
ESS11inte01,11,1,20.06.2024,AT,52471,63,2,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2280
ESS11inte01,11,1,20.06.2024,AT,52472,57,2,1,1,2,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3008
ESS11inte01,11,1,20.06.2024,AT,52477,50,1,1,3,2,4,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,3352
ESS11inte01,11,1,20.06.2024,AT,52480,48,2,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2348
ESS11inte01,11,1,20.06.2024,AT,52487,48,1,1,2,1,5,2,2,NA,NA,NA,NA,NA,NA,1,0,GER,2957
ESS11inte01,11,1,20.06.2024,AT,52510,46,1,2,2,2,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2943
ESS11inte01,11,1,20.06.2024,AT,52519,55,1,1,3,2,4,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,2410
ESS11inte01,11,1,20.06.2024,AT,52532,52,2,1,3,2,5,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,2267
ESS11inte01,11,1,20.06.2024,AT,52545,64,1,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3504
ESS11inte01,11,1,20.06.2024,AT,52573,63,1,1,2,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3413
ESS11inte01,11,1,20.06.2024,AT,52600,55,2,2,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2526
ESS11inte01,11,1,20.06.2024,AT,52616,53,1,1,1,2,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3217
ESS11inte01,11,1,20.06.2024,AT,52629,62,2,1,2,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3271
ESS11inte01,11,1,20.06.2024,AT,52638,63,2,1,3,1,4,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,2280
ESS11inte01,11,1,20.06.2024,AT,52644,53,1,1,1,3,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3212
ESS11inte01,11,1,20.06.2024,AT,52681,68,2,1,3,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2699
ESS11inte01,11,1,20.06.2024,AT,52716,53,2,1,3,3,4,4,1,1,0,0,0,0,0,0,0,GER,2178
ESS11inte01,11,1,20.06.2024,AT,52731,69,2,1,3,2,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3168
ESS11inte01,11,1,20.06.2024,AT,52744,77,1,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2492
ESS11inte01,11,1,20.06.2024,AT,52745,53,1,1,1,3,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3212
ESS11inte01,11,1,20.06.2024,AT,52746,48,1,1,1,2,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2957
ESS11inte01,11,1,20.06.2024,AT,52759,63,2,1,2,1,4,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,2280
ESS11inte01,11,1,20.06.2024,AT,52762,59,1,1,1,3,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3039
ESS11inte01,11,1,20.06.2024,AT,52781,77,1,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2492
ESS11inte01,11,1,20.06.2024,AT,52791,72,1,1,2,2,4,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,2898
ESS11inte01,11,1,20.06.2024,AT,52796,62,2,1,2,2,4,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,3271
ESS11inte01,11,1,20.06.2024,AT,52815,48,2,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2348
ESS11inte01,11,1,20.06.2024,AT,52833,72,1,1,2,2,4,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,2898
ESS11inte01,11,1,20.06.2024,AT,52858,68,2,1,3,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2699
ESS11inte01,11,1,20.06.2024,AT,52880,57,2,1,3,1,5,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,3008
ESS11inte01,11,1,20.06.2024,AT,52888,66,1,1,2,3,4,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2893
ESS11inte01,11,1,20.06.2024,AT,52891,48,1,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2957
ESS11inte01,11,1,20.06.2024,AT,52904,61,1,1,2,5,5,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,2147
ESS11inte01,11,1,20.06.2024,AT,52907,40,2,1,2,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3086
ESS11inte01,11,1,20.06.2024,AT,52910,42,2,1,3,1,4,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,3048
ESS11inte01,11,1,20.06.2024,AT,52975,48,1,1,1,4,5,3,1,1,0,0,0,0,0,0,0,GER,2957
ESS11inte01,11,1,20.06.2024,AT,52994,65,2,1,2,3,4,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3157
ESS11inte01,11,1,20.06.2024,AT,53002,64,1,2,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3504
ESS11inte01,11,1,20.06.2024,AT,53008,76,1,1,3,2,4,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,3124
ESS11inte01,11,1,20.06.2024,AT,53011,68,2,1,4,2,4,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2699
ESS11inte01,11,1,20.06.2024,AT,53015,75,2,1,3,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2354
ESS11inte01,11,1,20.06.2024,AT,53016,76,1,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3124
ESS11inte01,11,1,20.06.2024,AT,53029,60,2,1,1,3,3,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2337
ESS11inte01,11,1,20.06.2024,AT,53067,54,2,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3092
ESS11inte01,11,1,20.06.2024,AT,53091,57,2,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3008
ESS11inte01,11,1,20.06.2024,AT,53100,71,1,1,2,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3382
ESS11inte01,11,1,20.06.2024,AT,53131,56,2,1,3,2,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3137
ESS11inte01,11,1,20.06.2024,AT,53145,57,1,1,2,2,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2982
ESS11inte01,11,1,20.06.2024,AT,53154,71,1,1,3,2,5,4,1,1,0,0,0,0,0,0,0,GER,3382
ESS11inte01,11,1,20.06.2024,AT,53159,75,2,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2770
ESS11inte01,11,1,20.06.2024,AT,53183,59,1,1,2,5,3,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3039
ESS11inte01,11,1,20.06.2024,AT,53193,63,2,1,2,2,4,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,3158
ESS11inte01,11,1,20.06.2024,AT,53212,61,1,1,2,2,4,4,2,NA,NA,NA,NA,NA,NA,1,0,GER,2147
ESS11inte01,11,1,20.06.2024,AT,53236,66,1,1,3,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,3030
ESS11inte01,11,1,20.06.2024,AT,53245,55,2,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2526
ESS11inte01,11,1,20.06.2024,AT,53278,60,2,1,1,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2762
ESS11inte01,11,1,20.06.2024,AT,53286,72,2,1,2,1,5,5,2,NA,NA,NA,NA,NA,NA,1,0,GER,2244
